OBJECT_SCHEMA,OBJECT_NAME,OBJECT_TYPE,OBJECT_COMMENT,FIELD_ORDER,FIELD_NAME,FIELD_DATA_TYPE,CHAR_MAX_LEN,NUMERIC_PRECISION,NUMERIC_SCALE,DATETIME_PRECISION,NULLABLE,DEFAULT_VALUE,FIELD_COMMENT
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES,VIEW,"Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Provides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference.",1,VARIABLE,TEXT,16777216,,,,YES,,"Unique identifier for a variable, joinable to the timeseries table."
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES,VIEW,"Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Provides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference.",2,VARIABLE_NAME,TEXT,16777216,,,,YES,,Human-readable name for the variable.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES,VIEW,"Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Provides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference.",3,SERIES_ID,TEXT,16777216,,,,YES,,Unique ACS identifier for the subject of the ACS variable.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES,VIEW,"Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Provides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference.",4,CENSUS_SUBJECT,TEXT,16777216,,,,YES,,ACS high-level description for the subject/category of the variable.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES,VIEW,"Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Provides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference.",5,SERIES_TYPE,TEXT,16777216,,,,YES,,ACS detailed description for the subject/category of the variable.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES,VIEW,"Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Provides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference.",6,RACE,TEXT,16777216,,,,YES,,Associated race with the population variable.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES,VIEW,"Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Provides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference.",7,SERIES_LEVEL_1,TEXT,16777216,,,,YES,,"First characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available)."
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES,VIEW,"Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Provides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference.",8,SERIES_LEVEL_2,TEXT,16777216,,,,YES,,"Second characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available)."
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES,VIEW,"Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Provides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference.",9,SERIES_LEVEL_3,TEXT,16777216,,,,YES,,"Third characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available)."
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES,VIEW,"Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Provides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference.",10,SERIES_LEVEL_4,TEXT,16777216,,,,YES,,"Fourth characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available)."
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES,VIEW,"Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Provides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference.",11,SERIES_LEVEL_5,TEXT,16777216,,,,YES,,"Fifth characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available)."
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES,VIEW,"Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Provides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference.",12,SERIES_LEVEL_6,TEXT,16777216,,,,YES,,"Sixth characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available)."
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES,VIEW,"Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Provides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference.",13,MEASURE,TEXT,16777216,,,,YES,,Quantifiable attribute; description of what is being recorded.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES,VIEW,"Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Provides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference.",14,UNIT,TEXT,16777216,,,,YES,,Unit of measurement for the reported value.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES,VIEW,"Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Provides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference.",15,FREQUENCY,TEXT,6,,,,YES,,Frequency of aggregations.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES,VIEW,"Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Provides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference.",16,MEASUREMENT_TYPE,TEXT,16777216,,,,YES,,"Measurement classification of the variable (ex. estimate, margin of error)."
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES,VIEW,"Population variables covering demographic, social, economic, and housing trends in the US, releasing 1-year and 5-year estimates annually.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Provides a wide format breakdown of variables included in the american_community_survey_timeseries table. The ACS Series ID is provided for reference.",17,MEASUREMENT_PERIOD,TEXT,16777216,,,,YES,,Data collection period for the variable (ex. 1YR or 5 YR).
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",1,VARIABLE,TEXT,16777216,,,,YES,,"Unique identifier for a variable, joinable to the timeseries table."
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",2,VARIABLE_NAME,TEXT,16777216,,,,YES,,Human-readable name for the variable.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",3,SERIES_ID,TEXT,16777216,,,,YES,,Unique ACS identifier for the subject of the ACS variable.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",4,CENSUS_SUBJECT,TEXT,16777216,,,,YES,,ACS high-level description for the subject/category of the variable.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",5,SERIES_TYPE,TEXT,16777216,,,,YES,,ACS detailed description for the subject/category of the variable.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",6,RACE,TEXT,16777216,,,,YES,,Associated race with the population variable.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",7,SERIES_LEVEL_1,TEXT,16777216,,,,YES,,"First characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available)."
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",8,SERIES_LEVEL_2,TEXT,16777216,,,,YES,,"Second characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available)."
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",9,SERIES_LEVEL_3,TEXT,16777216,,,,YES,,"Third characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available)."
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",10,SERIES_LEVEL_4,TEXT,16777216,,,,YES,,"Fourth characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available)."
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",11,SERIES_LEVEL_5,TEXT,16777216,,,,YES,,"Fifth characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available)."
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",12,SERIES_LEVEL_6,TEXT,16777216,,,,YES,,"Sixth characteristic that makes up a variable, specific to a series ID, helpful for comparison across variables within a series (if available)."
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",13,MEASURE,TEXT,16777216,,,,YES,,Quantifiable attribute; description of what is being recorded.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",14,UNIT,TEXT,16777216,,,,YES,,Unit of measurement for the reported value.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",15,FREQUENCY,TEXT,6,,,,YES,,Frequency of aggregations.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",16,MEASUREMENT_TYPE,TEXT,16777216,,,,YES,,"Measurement classification of the variable (ex. estimate, margin of error)."
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",17,MEASUREMENT_PERIOD,TEXT,16777216,,,,YES,,Data collection period for the variable (ex. 1YR or 5 YR).
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",18,_EFFECTIVE_START_TIMESTAMP,TIMESTAMP_TZ,,,,9,YES,,Date and time (in ET) from which a row is valid.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_ATTRIBUTES_PIT,VIEW,"Tracks history of the american_community_survey_attributes table with start and end timestamps to indicate row validity periods. 

Current rows have a NULL end timestamp. Updated and deleted rows are time-stamped, including deletion time, in Eastern Time with UTC offset.",19,_EFFECTIVE_END_TIMESTAMP,TIMESTAMP_TZ,,,,9,YES,,Date and time (in ET) until which a row is valid.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_TIMESERIES,VIEW,"Annual population estimates with detailed demographic, social, economic, and housing data at multiple geographic levels, from national to census block group.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Each row represents a distinct timeseries collected by the ACS, date, and value by geographic entity JOINABLE to Snowflake Public Data geography tables. Each variable is detailed in the american_community_survey_attributes table.",1,GEO_ID,TEXT,16777216,,,,YES,,A unique identifier for a place joinable to the GEOGRAPHY_INDEX table.
PUBLIC_DATA,AMERICAN_COMMUNITY_SURVEY_TIMESERIES,VIEW,"Annual population estimates with detailed demographic, social, economic, and housing data at multiple geographic levels, from national to census block group.

The US Census Bureau's American Community Survey (ACS) is an annual survey based on a subset of the population (unlike the decennial census, which aims to count every individual). The ACS provides data at various geographic levels. They provide 1-year and 5-year estimates on a rolling basis (e.g., a 5-year estimate in 2022 would be based on data collected between January 1, 2018 and December 31, 2022). 1-year estimates are available for areas with populations of 65,000+. 5-year estimates are available for all areas.

Each row represents a distinct timeseries collected by the ACS, date, and value by geographic entity JOINABLE to Snowflake Public Data geography tables. Each variable is detailed in the american_community_survey_attributes table.",2,VARIABLE,TEXT,16777216,,,,YES,,A unique identifier for a variable joinable to the timeseries table.
